Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     363/363         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+=(long) [13]
-----------------------------------------------
                0.00    0.00     370/370         bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) const [15]
[12]     0.0    0.00    0.00     370         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [12]
-----------------------------------------------
                0.00    0.00     363/363         void std::__advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long, std::random_access_iterator_tag) [11]
[13]     0.0    0.00    0.00     363         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+=(long) [13]
-----------------------------------------------
                0.00    0.00     357/357         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [37]
[14]     0.0    0.00    0.00     357         void std::advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long) [14]
                0.00    0.00     379/379         void std::__advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long, std::random_access_iterator_tag) [11]
                0.00    0.00     368/414         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [10]
-----------------------------------------------
                0.00    0.00     355/355         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [37]
[15]     0.0    0.00    0.00     355         bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) const [15]
                0.00    0.00     370/370         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [12]
-----------------------------------------------
                0.00    0.00      18/314         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
                0.00    0.00      18/314         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [68]
                0.00    0.00     278/314         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [21]
[16]     0.0    0.00    0.00     314         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [16]
-----------------------------------------------
                0.00    0.00       9/285         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
                0.00    0.00     138/285         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
                0.00    0.00     138/285         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [22]
[17]     0.0    0.00    0.00     285         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [17]
-----------------------------------------------
                0.00    0.00     201/201         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [34]
[18]     0.0    0.00    0.00     201         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [18]
-----------------------------------------------
                0.00    0.00      57/160         std::vector<int, std::allocator<int> >::end() [39]
                0.00    0.00     103/160         std::vector<int, std::allocator<int> >::begin() [33]
[19]     0.0    0.00    0.00     160         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [19]
-----------------------------------------------
                0.00    0.00     155/155         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [37]
[20]     0.0    0.00    0.00     155         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [20]
-----------------------------------------------
                0.00    0.00     139/139         solve(int) [161]
[21]     0.0    0.00    0.00     139         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [21]
                0.00    0.00     278/314         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [16]
-----------------------------------------------
                0.00    0.00     138/138         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
[22]     0.0    0.00    0.00     138         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [22]
                0.00    0.00     138/285         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [17]
                0.00    0.00     138/138         operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.00    0.00     138/138         solve(int) [161]
[23]     0.0    0.00    0.00     138         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [23]
-----------------------------------------------
                0.00    0.00     138/138         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [28]
[24]     0.0    0.00    0.00     138         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [24]
                0.00    0.00     138/138         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [30]
                0.00    0.00     138/138         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [29]
                0.00    0.00     138/138         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [31]
-----------------------------------------------
                0.00    0.00     138/138         solve(int) [161]
[25]     0.0    0.00    0.00     138         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [25]
-----------------------------------------------
                0.00    0.00       9/138         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
                0.00    0.00     129/138         std::vector<double, std::allocator<double> >::push_back(double const&) [27]
[26]     0.0    0.00    0.00     138         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
                0.00    0.00     138/285         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [17]
                0.00    0.00     138/138         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [22]
-----------------------------------------------
                0.00    0.00     138/138         solve(int) [161]
[27]     0.0    0.00    0.00     138         std::vector<double, std::allocator<double> >::push_back(double const&) [27]
                0.00    0.00     129/138         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [26]
                0.00    0.00       9/10          std::vector<double, std::allocator<double> >::end() [66]
                0.00    0.00       9/9           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
-----------------------------------------------
                0.00    0.00     138/138         solve(int) [161]
[28]     0.0    0.00    0.00     138         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [28]
                0.00    0.00     138/138         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [24]
-----------------------------------------------
                0.00    0.00     138/138         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [24]
[29]     0.0    0.00    0.00     138         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [29]
-----------------------------------------------
                0.00    0.00     138/138         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [24]
[30]     0.0    0.00    0.00     138         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [30]
-----------------------------------------------
                0.00    0.00     138/138         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [24]
[31]     0.0    0.00    0.00     138         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [31]
-----------------------------------------------
                0.00    0.00     138/138         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [22]
[32]     0.0    0.00    0.00     138         operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.00    0.00     107/107         calculateRowsRange(void*) [177]
[33]     0.0    0.00    0.00     107         std::vector<int, std::allocator<int> >::begin() [33]
                0.00    0.00     103/160         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [19]
-----------------------------------------------
                0.00    0.00      49/103         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [36]
                0.00    0.00      54/103         calculateRowsRange(void*) [177]
[34]     0.0    0.00    0.00     103         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [34]
                0.00    0.00     201/201         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [18]
-----------------------------------------------
                0.00    0.00       3/57          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [121]
                0.00    0.00      54/57          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [55]
[35]     0.0    0.00    0.00      57         double* std::__niter_base<double*>(double*) [35]
-----------------------------------------------
                0.00    0.00      54/54          std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [41]
[36]     0.0    0.00    0.00      54         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [36]
                0.00    0.00      49/103         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [34]
-----------------------------------------------
                0.00    0.00      51/51          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [40]
[37]     0.0    0.00    0.00      51         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [37]
                0.00    0.00     357/357         void std::advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long) [14]
                0.00    0.00     355/355         bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) const [15]
                0.00    0.00     155/155         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [20]
                0.00    0.00      41/41          std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [41]
-----------------------------------------------
                0.00    0.00      48/48          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [40]
[38]     0.0    0.00    0.00      48         __gnu_cxx::__ops::__iter_less_val() [38]
-----------------------------------------------
                0.00    0.00      48/48          calculateRowsRange(void*) [177]
[39]     0.0    0.00    0.00      48         std::vector<int, std::allocator<int> >::end() [39]
                0.00    0.00      57/160         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [19]
-----------------------------------------------
                0.00    0.00      44/44          calculateRowsRange(void*) [177]
[40]     0.0    0.00    0.00      44         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [40]
                0.00    0.00      51/51          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [37]
                0.00    0.00      48/48          __gnu_cxx::__ops::__iter_less_val() [38]
-----------------------------------------------
                0.00    0.00      41/41          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__lower_bound<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, __gnu_cxx::__ops::_Iter_less_val) [37]
[41]     0.0    0.00    0.00      41         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [41]
                0.00    0.00      54/54          std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [36]
                0.00    0.00      46/414         std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [10]
-----------------------------------------------
                0.00    0.00       1/39          calculateRowsRange(void*) [177]
                0.00    0.00       2/39          bool std::operator==<double, std::allocator<double> >(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> > const&) [174]
                0.00    0.00      36/39          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [69]
[42]     0.0    0.00    0.00      39         std::vector<double, std::allocator<double> >::size() const [42]
-----------------------------------------------
                0.00    0.00      12/33          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [59]
                0.00    0.00      21/33          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [46]
[43]     0.0    0.00    0.00      33         __gnu_cxx::new_allocator<double>::max_size() const [43]
-----------------------------------------------
                0.00    0.00       3/31          std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&) [108]
                0.00    0.00       3/31          std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [111]
                0.00    0.00       7/31          std::vector<double, std::allocator<double> >::~vector() [115]
                0.00    0.00      18/31          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
[44]     0.0    0.00    0.00      31         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [44]
-----------------------------------------------
                0.00    0.00       2/23          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [141]
                0.00    0.00      21/23          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
[45]     0.0    0.00    0.00      23         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
[46]     0.0    0.00    0.00      21         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [46]
                0.00    0.00      21/33          __gnu_cxx::new_allocator<double>::max_size() const [43]
-----------------------------------------------
                0.00    0.00       3/21          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [110]
                0.00    0.00      18/21          std::vector<double, std::allocator<double> >::max_size() const [50]
[47]     0.0    0.00    0.00      21         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
                0.00    0.00      21/21          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [46]
                0.00    0.00      21/23          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00      10/20          std::vector<double, std::allocator<double> >::begin() [67]
                0.00    0.00      10/20          std::vector<double, std::allocator<double> >::end() [66]
[48]     0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [48]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::max_size() const [50]
[49]     0.0    0.00    0.00      18         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [49]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [69]
[50]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::max_size() const [50]
                0.00    0.00      18/18          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [49]
                0.00    0.00      18/21          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [47]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
[51]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [51]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [52]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [51]
[52]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [52]
                0.00    0.00      18/18          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [55]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
[53]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_S_use_relocate() [53]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [54]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_use_relocate() [53]
[54]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [54]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [52]
[55]     0.0    0.00    0.00      18         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [55]
                0.00    0.00      54/57          double* std::__niter_base<double*>(double*) [35]
                0.00    0.00      18/18          std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [56]
-----------------------------------------------
                0.00    0.00      18/18          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [55]
[56]     0.0    0.00    0.00      18         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [56]
-----------------------------------------------
                0.00    0.00       7/16          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [76]
                0.00    0.00       9/16          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
[57]     0.0    0.00    0.00      16         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [57]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [61]
[58]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [62]
[59]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [59]
                0.00    0.00      12/33          __gnu_cxx::new_allocator<double>::max_size() const [43]
-----------------------------------------------
                0.00    0.00       3/12          std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [104]
                0.00    0.00       9/12          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [71]
[60]     0.0    0.00    0.00      12         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [60]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [62]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [57]
[61]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [61]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [60]
[62]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [62]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [59]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<double>::~allocator() [64]
[63]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<double>::~new_allocator() [63]
-----------------------------------------------
                0.00    0.00       3/10          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [110]
                0.00    0.00       7/10          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [75]
[64]     0.0    0.00    0.00      10         std::allocator<double>::~allocator() [64]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<double>::~new_allocator() [63]
-----------------------------------------------
                0.00    0.00       3/10          std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&) [105]
